timestamp,symbol,price
2025-09-18T23:33:42.450869,AAPL,230.3
2025-09-18T23:33:42.460988,AAPL,231.89
2025-09-18T23:33:42.473642,AAPL,229.42
2025-09-18T23:33:42.485944,AAPL,224.61
2025-09-18T23:33:42.498617,AAPL,224.91
2025-09-18T23:33:42.509428,AAPL,219.8
2025-09-18T23:33:42.520068,AAPL,214.61
2025-09-18T23:33:42.531327,AAPL,208.74
2025-09-18T23:33:42.543484,AAPL,215.7
2025-09-18T23:33:42.555971,AAPL,216.83
2025-09-18T23:33:42.568122,AAPL,211.29
2025-09-18T23:33:42.580792,AAPL,211.82
2025-09-18T23:33:42.592640,AAPL,210.86
2025-09-18T23:33:42.605057,AAPL,213.77
2025-09-18T23:33:42.617143,AAPL,220.7
2025-09-18T23:33:42.628618,AAPL,217.81
2025-09-18T23:33:42.641162,AAPL,220.46
2025-09-18T23:33:42.653773,AAPL,215.15
2025-09-18T23:33:42.663826,AAPL,214.05
2025-09-18T23:33:42.675505,AAPL,218.48
2025-09-18T23:33:42.687853,AAPL,217.29
2025-09-18T23:33:42.699117,AAPL,215.47
2025-09-18T23:33:42.710492,AAPL,207.39
2025-09-18T23:33:42.721923,AAPL,206.13
2025-09-18T23:33:42.733318,AAPL,204.9
2025-09-18T23:33:42.745960,AAPL,203.56
2025-09-18T23:33:42.757511,AAPL,193.83
2025-09-18T23:33:42.770093,AAPL,192.44
2025-09-18T23:33:42.782632,AAPL,194.7
2025-09-18T23:33:42.794144,AAPL,189.93
2025-09-18T23:33:42.806815,AAPL,192.29
2025-09-18T23:33:42.818725,AAPL,192.76
2025-09-18T23:33:42.831156,AAPL,190.52
2025-09-18T23:33:42.843426,AAPL,185.58
2025-09-18T23:33:42.854718,AAPL,193.48
2025-09-18T23:33:42.866497,AAPL,194.71
2025-09-18T23:33:42.878501,AAPL,195.83
2025-09-18T23:33:42.891510,AAPL,192.04
2025-09-18T23:33:42.904057,AAPL,189.91
2025-09-18T23:33:42.916060,AAPL,191.79
2025-09-18T23:33:42.928320,AAPL,191.72
2025-09-18T23:33:42.940289,AAPL,196.22
2025-09-18T23:33:42.952921,AAPL,199.23
2025-09-18T23:33:42.965516,AAPL,201.35
2025-09-18T23:33:42.977169,AAPL,203.46
2025-09-18T23:33:42.988391,AAPL,197.05
2025-09-18T23:33:42.998935,AAPL,194.53
2025-09-18T23:33:43.011475,AAPL,195.05
2025-09-18T23:33:43.022477,AAPL,189.88
2025-09-18T23:33:43.032760,AAPL,189.83
2025-09-18T23:33:43.042861,AAPL,190.0
2025-09-18T23:33:43.054018,AAPL,181.78
2025-09-18T23:33:43.066568,AAPL,185.74
2025-09-18T23:33:43.079112,AAPL,185.18
2025-09-18T23:33:43.091678,AAPL,186.67
2025-09-18T23:33:43.103976,AAPL,185.83
2025-09-18T23:33:43.116527,AAPL,187.3
2025-09-18T23:33:43.127661,AAPL,186.72
2025-09-18T23:33:43.139778,AAPL,190.31
2025-09-18T23:33:43.150176,AAPL,193.39
2025-09-18T23:33:43.161147,AAPL,197.37
2025-09-18T23:33:43.173751,AAPL,193.63
2025-09-18T23:33:43.185783,AAPL,195.42
2025-09-18T23:33:43.198352,AAPL,192.3
2025-09-18T23:33:43.210936,AAPL,192.09
2025-09-18T23:33:43.223361,AAPL,186.8
2025-09-18T23:33:43.235927,AAPL,184.08
2025-09-18T23:33:43.248239,AAPL,187.24
2025-09-18T23:33:43.259029,AAPL,182.79
2025-09-18T23:33:43.271579,AAPL,185.61
2025-09-18T23:33:43.281941,AAPL,179.86
2025-09-18T23:33:43.294328,AAPL,181.64
2025-09-18T23:33:43.306003,AAPL,176.28
2025-09-18T23:33:43.316110,AAPL,177.9
2025-09-18T23:33:43.328668,AAPL,174.11
2025-09-18T23:33:43.338852,AAPL,178.82
2025-09-18T23:33:43.349918,AAPL,177.03
2025-09-18T23:33:43.362480,AAPL,182.53
2025-09-18T23:33:43.372932,AAPL,182.4
2025-09-18T23:33:43.385506,AAPL,186.07
2025-09-18T23:33:43.398103,AAPL,183.34
2025-09-18T23:33:43.408429,AAPL,181.61
2025-09-18T23:33:43.420988,AAPL,178.62
2025-09-18T23:33:43.433015,AAPL,174.81
2025-09-18T23:33:43.444194,AAPL,173.19
2025-09-18T23:33:43.454299,AAPL,172.29
2025-09-18T23:33:43.464602,AAPL,171.68
2025-09-18T23:33:43.475379,AAPL,175.55
2025-09-18T23:33:43.487659,AAPL,177.05
2025-09-18T23:33:43.499359,AAPL,178.49
2025-09-18T23:33:43.510056,AAPL,178.34
2025-09-18T23:33:43.522556,AAPL,181.67
2025-09-18T23:33:43.535056,AAPL,178.91
2025-09-18T23:33:43.546664,AAPL,177.27
2025-09-18T23:33:43.558173,AAPL,175.92
2025-09-18T23:33:43.568242,AAPL,173.29
2025-09-18T23:33:43.579496,AAPL,173.46
2025-09-18T23:33:43.592114,AAPL,176.49
2025-09-18T23:33:43.602335,AAPL,177.89
2025-09-18T23:33:43.613072,AAPL,176.96
2025-09-18T23:33:43.625591,AAPL,177.34
2025-09-18T23:33:43.638119,AAPL,173.94
2025-09-18T23:33:43.648987,AAPL,177.78
2025-09-18T23:33:43.660972,AAPL,175.22
2025-09-18T23:33:43.672110,AAPL,175.17
2025-09-18T23:33:43.684191,AAPL,171.92
2025-09-18T23:33:43.696727,AAPL,166.02
2025-09-18T23:33:43.709256,AAPL,162.4
2025-09-18T23:33:43.720061,AAPL,161.85
2025-09-18T23:33:43.730790,AAPL,161.43
2025-09-18T23:33:43.741211,AAPL,161.84
2025-09-18T23:33:43.753777,AAPL,160.69
2025-09-18T23:33:43.764885,AAPL,163.41
2025-09-18T23:33:43.777433,AAPL,162.44
2025-09-18T23:33:43.788740,AAPL,163.44
2025-09-18T23:33:43.801281,AAPL,164.75
2025-09-18T23:33:43.813818,AAPL,166.53
2025-09-18T23:33:43.823883,AAPL,168.32
2025-09-18T23:33:43.836447,AAPL,166.46
2025-09-18T23:33:43.848068,AAPL,171.36
2025-09-18T23:33:43.860061,AAPL,166.86
2025-09-18T23:33:43.872560,AAPL,162.83
2025-09-18T23:33:43.882998,AAPL,157.89
2025-09-18T23:33:43.894317,AAPL,156.99
2025-09-18T23:33:43.906854,AAPL,152.91
2025-09-18T23:33:43.917500,AAPL,151.96
2025-09-18T23:33:43.930036,AAPL,155.34
2025-09-18T23:33:43.940477,AAPL,154.95
2025-09-18T23:33:43.951757,AAPL,153.83
2025-09-18T23:33:43.964348,AAPL,155.53
2025-09-18T23:33:43.976827,AAPL,154.46
2025-09-18T23:33:43.989301,AAPL,155.38
2025-09-18T23:33:44.001988,AAPL,156.53
2025-09-18T23:33:44.012732,AAPL,161.38
2025-09-18T23:33:44.025357,AAPL,163.88
2025-09-18T23:33:44.037198,AAPL,163.12
2025-09-18T23:33:44.049996,AAPL,158.18
2025-09-18T23:33:44.062678,AAPL,160.11
2025-09-18T23:33:44.075363,AAPL,163.93
2025-09-18T23:33:44.088010,AAPL,162.18
2025-09-18T23:33:44.098700,AAPL,154.04
2025-09-18T23:33:44.108830,AAPL,149.03
2025-09-18T23:33:44.119394,AAPL,142.23
2025-09-18T23:33:44.130909,AAPL,134.87
2025-09-18T23:33:44.142882,AAPL,130.62
2025-09-18T23:33:44.152998,AAPL,127.03
2025-09-18T23:33:44.163742,AAPL,130.34
2025-09-18T23:33:44.174563,AAPL,126.67
2025-09-18T23:33:44.185875,AAPL,127.1
2025-09-18T23:33:44.197578,AAPL,130.5
2025-09-18T23:33:44.209589,AAPL,129.46
2025-09-18T23:33:44.221429,AAPL,130.14
2025-09-18T23:33:44.232464,AAPL,127.07
2025-09-18T23:33:44.243026,AAPL,127.26
2025-09-18T23:33:44.254856,AAPL,129.21
2025-09-18T23:33:44.267441,AAPL,128.58
2025-09-18T23:33:44.279401,AAPL,130.84
2025-09-18T23:33:44.290087,AAPL,134.87
2025-09-18T23:33:44.302098,AAPL,139.4
2025-09-18T23:33:44.313217,AAPL,132.85
2025-09-18T23:33:44.325809,AAPL,133.32
2025-09-18T23:33:44.337624,AAPL,130.18
2025-09-18T23:33:44.349124,AAPL,128.4
2025-09-18T23:33:44.361397,AAPL,126.84
2025-09-18T23:33:44.373768,AAPL,128.36
2025-09-18T23:33:44.385081,AAPL,128.62
2025-09-18T23:33:44.397666,AAPL,125.8
2025-09-18T23:33:44.409888,AAPL,126.21
2025-09-18T23:33:44.420991,AAPL,126.66
2025-09-18T23:33:44.432779,AAPL,123.76
2025-09-18T23:33:44.444476,AAPL,122.91
2025-09-18T23:33:44.456100,AAPL,120.44
2025-09-18T23:33:44.468707,AAPL,119.99
2025-09-18T23:33:44.479529,AAPL,121.82
2025-09-18T23:33:44.490581,AAPL,118.72
2025-09-18T23:33:44.502103,AAPL,118.07
2025-09-18T23:33:44.514244,AAPL,123.62
2025-09-18T23:33:44.524700,AAPL,126.54
2025-09-18T23:33:44.537153,AAPL,128.02
2025-09-18T23:33:44.549474,AAPL,129.06
2025-09-18T23:33:44.561559,AAPL,129.48
2025-09-18T23:33:44.572864,AAPL,130.98
2025-09-18T23:33:44.585630,AAPL,128.39
2025-09-18T23:33:44.597817,AAPL,128.6
2025-09-18T23:33:44.608596,AAPL,132.46
2025-09-18T23:33:44.621194,AAPL,131.69
2025-09-18T23:33:44.632200,AAPL,132.09
2025-09-18T23:33:44.644770,AAPL,131.32
2025-09-18T23:33:44.657145,AAPL,127.02
2025-09-18T23:33:44.668998,AAPL,123.59
2025-09-18T23:33:44.679888,AAPL,120.04
2025-09-18T23:33:44.691733,AAPL,121.72
2025-09-18T23:33:44.704312,AAPL,121.82
2025-09-18T23:33:44.716860,AAPL,121.76
2025-09-18T23:33:44.727305,AAPL,118.73
2025-09-18T23:33:44.737402,AAPL,125.68
2025-09-18T23:33:44.747543,AAPL,126.81
2025-09-18T23:33:44.757642,AAPL,127.71
2025-09-18T23:33:44.770256,AAPL,134.01
2025-09-18T23:33:44.782889,AAPL,135.13
2025-09-18T23:33:44.795500,AAPL,135.93
2025-09-18T23:33:44.807696,AAPL,135.41
2025-09-18T23:33:44.818269,AAPL,139.89
2025-09-18T23:33:44.830880,AAPL,139.51
2025-09-18T23:33:44.842926,AAPL,142.64
2025-09-18T23:33:44.853521,AAPL,145.65
2025-09-18T23:33:44.865524,AAPL,141.3
2025-09-18T23:33:44.877630,AAPL,140.46
2025-09-18T23:33:44.888780,AAPL,140.73
2025-09-18T23:33:44.901376,AAPL,139.01
2025-09-18T23:33:44.911841,AAPL,137.39
2025-09-18T23:33:44.923123,AAPL,134.87
2025-09-18T23:33:44.933679,AAPL,132.37
2025-09-18T23:33:44.944319,AAPL,131.91
2025-09-18T23:33:44.956868,AAPL,130.44
2025-09-18T23:33:44.967738,AAPL,130.28
2025-09-18T23:33:44.980317,AAPL,126.82
2025-09-18T23:33:44.992546,AAPL,126.67
2025-09-18T23:33:45.005117,AAPL,127.62
2025-09-18T23:33:45.015273,AAPL,127.36
2025-09-18T23:33:45.027658,AAPL,130.3
2025-09-18T23:33:45.040253,AAPL,130.73
2025-09-18T23:33:45.050401,AAPL,131.84
2025-09-18T23:33:45.062931,AAPL,136.68
2025-09-18T23:33:45.073170,AAPL,135.68
2025-09-18T23:33:45.085713,AAPL,138.65
2025-09-18T23:33:45.098266,AAPL,145.89
2025-09-18T23:33:45.108576,AAPL,142.41
2025-09-18T23:33:45.119961,AAPL,139.15
2025-09-18T23:33:45.132494,AAPL,137.05
2025-09-18T23:33:45.145093,AAPL,137.29
2025-09-18T23:33:45.157338,AAPL,133.3
2025-09-18T23:33:45.169161,AAPL,129.95
2025-09-18T23:33:45.179551,AAPL,131.13
2025-09-18T23:33:45.192132,AAPL,128.16
2025-09-18T23:33:45.204708,AAPL,127.26
2025-09-18T23:33:45.215069,AAPL,125.89
2025-09-18T23:33:45.225188,AAPL,124.71
2025-09-18T23:33:45.237740,AAPL,121.52
2025-09-18T23:33:45.250293,AAPL,119.88
2025-09-18T23:33:45.260787,AAPL,119.51
2025-09-18T23:33:45.273379,AAPL,117.12
2025-09-18T23:33:45.285547,AAPL,117.14
2025-09-18T23:33:45.296297,AAPL,118.59
2025-09-18T23:33:45.308987,AAPL,119.61
2025-09-18T23:33:45.320307,AAPL,117.92
2025-09-18T23:33:45.332974,AAPL,120.49
2025-09-18T23:33:45.345043,AAPL,119.09
2025-09-18T23:33:45.355949,AAPL,120.91
2025-09-18T23:33:45.380590,AAPL,122.81
2025-09-18T23:33:45.390964,AAPL,125.19
2025-09-18T23:33:45.401159,AAPL,122.34
2025-09-18T23:33:45.413683,AAPL,120.88
2025-09-18T23:33:45.426218,AAPL,121.51
2025-09-18T23:33:45.438130,AAPL,125.33
2025-09-18T23:33:45.448294,AAPL,129.82
2025-09-18T23:33:45.459667,AAPL,124.28
2025-09-18T23:33:45.472222,AAPL,125.0
2025-09-18T23:33:45.483680,AAPL,126.27
2025-09-18T23:33:45.493751,AAPL,124.2
2025-09-18T23:33:45.506306,AAPL,123.67
2025-09-18T23:33:45.518838,AAPL,127.53
2025-09-18T23:33:45.530607,AAPL,124.07
2025-09-18T23:33:45.541838,AAPL,119.4
2025-09-18T23:33:45.554475,AAPL,121.88
2025-09-18T23:33:45.566326,AAPL,118.91
2025-09-18T23:33:45.578903,AAPL,118.14
2025-09-18T23:33:45.590492,AAPL,117.48
2025-09-18T23:33:45.601788,AAPL,117.52
2025-09-18T23:33:45.614313,AAPL,118.23
2025-09-18T23:33:45.626967,AAPL,119.24
2025-09-18T23:33:45.639295,AAPL,121.05
